areacode,brand,name,id
202,cgv,계양,0043
202,cgv,남주안,0198
202,cgv,부평,0021
202,cgv,연수역,0247
202,cgv,인천,0002
202,cgv,인천공항,0118
202,cgv,인천논현,0254
202,cgv,인천연수,0258
202,cgv,인천학익,0269
202,cgv,주안역,0308
202,cgv,청라,0235
2,loci,주엽,1|0002|3013
2,loci,검단,1|0002|3015
2,loci,부평,1|0002|3003
2,loci,부평역사,1|0002|3008
2,loci,인천아시아드,1|0002|3035
2,loci,인천터미널,1|0002|3038
,mega,검단,4041
,mega,송도,4062
,mega,영종,4001
,mega,인천논현,4051
,mega,청라,4042
,mega,청라지젤,4043
