areacode,brand,name,id
206%2C04%2C06,cgv,제주,0302
206%2C04%2C06,cgv,제주노형,0259
7,loci,서귀포,1|0008|9013
7,loci,제주삼화지구,1|0008|9068
7,loci,제주아라,1|0008|9071
,mega,제주,6901
